# Export texte de la base — tables par modèle
Généré: 2025-08-14 17:22:02
Fichier source: /Users/HouDa/PycharmProjects/ParcInfo/export_all_tables.json

## Résumé
• Modèles: 20
• Enregistrements: 2089
• Répartition par modèle:
  - auth.group: 4
  - chatbot.chatbotinteraction: 1470
  - chatbot.chatmessage: 14
  - chatbot.documentvector: 307
  - chatbot.intentexample: 3
  - commande_bureau.commandebureau: 1
  - commande_bureau.descriptionbureau: 96
  - commande_bureau.designationbureau: 26
  - commande_bureau.lignecommandebureau: 1
  - commande_informatique.commande: 2
  - commande_informatique.description: 64
  - commande_informatique.designation: 28
  - commande_informatique.lignecommande: 3
  - demande_equipement.archivedecharge: 5
  - demande_equipement.demandeequipement: 10
  - fournisseurs.fournisseur: 42
  - livraison.livraison: 3
  - materiel_bureautique.materielbureau: 1
  - materiel_informatique.materielinformatique: 5
  - users.customuser: 4

## Détails par modèle

Model: auth.group  (rows: 4)
|--|-------------------------|------------------------------------------------------------|
|pk|name                     |permissions                                                 |
|--|-------------------------|------------------------------------------------------------|
|1 |Super Admin              |[1, 2, 3, 4, 9, 10, 11, 12, 5, 6, 7, 8, 53, 54, 55, 56, 57,…|
|2 |Gestionnaire Informatique|[]                                                          |
|3 |Gestionnaire Bureau      |[]                                                          |
|4 |Employe                  |[]                                                          |
|--|-------------------------|------------------------------------------------------------|

Model: chatbot.chatbotinteraction  (rows: 1470)
|----|--------------------------|------------------------------------------------------------|-----------|---------------------|-------------|-----------|------------------------|------------------------------------------------------------|
|759087779 |commande_bureau      |DescriptionBureau: Fauteuil salle de réunion : ALTEA ID: 49…|15          |[0.0436001680791378,0.15329788625240326,-0.1048710569739341…|2025-08-12T18:27:40.533Z|True     |DescriptionBureau   |49       |1       |database|2025-08-12T18:27:40.533Z|
|777517345 |commande_bureau      |DescriptionBureau: Mini-Bar, 46L, REGAL GRIS A+ ID: 61 App:…|15          |[-0.1328292191028595,0.13582435250282288,-0.040227562189102…|2025-08-12T18:27:41.053Z|True     |DescriptionBureau   |61       |1       |database|2025-08-12T18:27:41.053Z|
|787036326 |commande_bureau      |DescriptionBureau: Casier 45*45*45 à portes ID: 24 App: com…|15          |[0.07329456508159637,0.21432432532310486,-0.130687355995178…|2025-08-12T18:27:39.757Z|True     |DescriptionBureau   |24       |1       |database|2025-08-12T18:27:39.757Z|
|792713530 |commande_informatique|Designation: Call Server ID: 3 App: commande_informatique   |8           |[-0.09769825637340546,0.042898282408714294,-0.0863584578037…|2025-08-12T18:27:35.588Z|True     |Designation         |3        |1       |database|2025-08-12T18:27:35.588Z|
|795662701 |commande_bureau      |DesignationBureau: Chaise ID: 8 App: commande_bureau        |13          |[-0.03652874752879143,0.2015806883573532,-0.231290996074676…|2025-08-12T18:27:36.858Z|True     |DesignationBureau   |8        |1       |database|2025-08-12T18:27:36.858Z|
|797177962 |fournisseurs         |Fournisseur: ONBOARDTECH ICE: 003323735000063 IF Fiscal: 34…|7           |[0.012517094612121582,-0.15736407041549683,-0.2170831561088…|2025-08-12T18:27:32.622Z|True     |Fournisseur         |68       |1       |database|2025-08-12T18:27:32.622Z|
|821624295 |fournisseurs         |Fournisseur: UNIMARKET ICE: 00230487300004 IF Fiscal: 37629…|7           |[0.012381798587739468,-0.012241712771356106,-0.249618530273…|2025-08-12T18:27:34.107Z|True     |Fournisseur         |101      |1       |database|2025-08-12T18:27:34.107Z|
|862430321 |commande_bureau      |DesignationBureau: Destructeur ID: 13 App: commande_bureau  |13          |[-0.04858056828379631,0.21272601187229156,-0.06470762193202…|2025-08-12T18:27:37.035Z|True     |DesignationBureau   |13       |1       |database|2025-08-12T18:27:37.035Z|
|955213773 |commande_bureau      |DescriptionBureau: Table de réunion 4 places ID: 80 App: co…|15          |[0.0658942237496376,0.08661730587482452,-0.1020169928669929…|2025-08-12T18:27:41.588Z|True     |DescriptionBureau   |80       |1       |database|2025-08-12T18:27:41.588Z|
|981174064 |users                |Utilisateur: employe anonyme Nom: anonyme employe Date insc…|6           |[-0.39909273386001587,0.27112728357315063,-0.13283677399158…|2025-08-12T18:27:43.426Z|True     |CustomUser          |3        |1       |database|2025-08-12T18:27:43.426Z|
|995609346 |livraison            |Livraison: 123 Type commande: informatique Statut livraison…|20          |[-0.08361572027206421,0.24288950860500336,-0.11556660383939…|2025-08-12T18:27:42.242Z|True     |Livraison           |1        |1       |database|2025-08-12T18:27:42.242Z|
|1010062636|commande_bureau      |DescriptionBureau: Pouf diamètre 60 x 35 cm ID: 65 App: com…|15          |[0.051891062408685684,0.2086685746908188,-0.164232924580574…|2025-08-12T18:27:41.149Z|True     |DescriptionBureau   |65       |1       |database|2025-08-12T18:27:41.149Z|
|1030985518|commande_bureau      |DesignationBureau: Box ID: 4 App: commande_bureau           |13          |[0.007589999586343765,0.05452359467744827,-0.21642407774925…|2025-08-12T18:27:36.762Z|True     |DesignationBureau   |4        |1       |database|2025-08-12T18:27:36.762Z|
|1032092564|commande_informatique|Description: Belkin Thunderbolt 3 Express Dock HD F4U095 ID…|10          |[0.1244952529668808,0.037982065230607986,-0.099132962524890…|2025-08-12T18:27:38.669Z|True     |Description         |113      |1       |database|2025-08-12T18:27:38.669Z|
|1047401691|fournisseurs         |Fournisseur: MOUVEMENT CONSEIL ICE: 001855895000065 IF Fisc…|7           |[0.013510479591786861,-0.004216941073536873,-0.159726500511…|2025-08-12T18:27:34.064Z|True     |Fournisseur         |99       |1       |database|2025-08-12T18:27:34.064Z|
|1047703485|commande_bureau      |DescriptionBureau: Meuble Photocopie M2 ID: 60 App: command…|15          |[-0.1379992812871933,0.2447929084300995,-0.0567813925445079…|2025-08-12T18:27:41.028Z|True     |DescriptionBureau   |60       |1       |database|2025-08-12T18:27:41.028Z|
|1048700410|fournisseurs         |Fournisseur: BROME CONSULTING & TECHNOLOGY ICE: 00000345600…|7           |[0.030606042593717575,-0.10343151539564133,-0.1538118720054…|2025-08-12T18:27:32.691Z|True     |Fournisseur         |69       |1       |database|2025-08-12T18:27:32.691Z|
|1068451581|commande_bureau      |DescriptionBureau: Fauteuil de travail et de réunion ID: 46…|15          |[-0.08421415090560913,0.10742131620645523,-0.12638720870018…|2025-08-12T18:27:40.464Z|True     |DescriptionBureau   |46       |1       |database|2025-08-12T18:27:40.464Z|
|1074041508|fournisseurs         |Fournisseur: 218 LABS SARL ICE: 001434441000059 IF Fiscal: …|7           |[0.07774050533771515,-0.042340412735939026,-0.2845460772514…|2025-08-12T18:27:33.266Z|True     |Fournisseur         |81       |1       |database|2025-08-12T18:27:33.266Z|
|1099998532|commande_bureau      |DescriptionBureau: Armoire archives haute 158 cm RN ID: 3 A…|15          |[-0.1324159950017929,0.23937448859214783,-0.048072058707475…|2025-08-12T18:27:39.146Z|True     |DescriptionBureau   |3        |1       |database|2025-08-12T18:27:39.146Z|
|1100020138|commande_informatique|Description: Dell 19 Monitor E1916H ID: 74 App: commande_in…|10          |[-0.03806093707680702,0.5039047002792358,0.0103494133800268…|2025-08-12T18:27:37.702Z|True     |Description         |74       |1       |database|2025-08-12T18:27:37.702Z|
|1108082419|commande_informatique|Description: L2+ managed POE FortiSwitch with 24 GE ID: 115…|10          |[-0.21657013893127441,0.09854622930288315,-0.19333690404891…|2025-08-12T18:27:38.711Z|True     |Description         |115      |1       |database|2025-08-12T18:27:38.711Z|
|1108877289|commande_bureau      |DesignationBureau: Pouf ID: 18 App: commande_bureau         |13          |[-0.19001442193984985,0.1806577444076538,-0.126644417643547…|2025-08-12T18:27:37.154Z|True     |DesignationBureau   |18       |1       |database|2025-08-12T18:27:37.154Z|
|1109522272|users                |Utilisateur: superadmin Nom: admin super Date inscription: …|6           |[-0.19181904196739197,0.18464186787605286,0.082472339272499…|2025-08-12T18:27:43.518Z|True     |CustomUser          |1        |1       |database|2025-08-12T18:27:43.518Z|
|1113609791|fournisseurs         |Fournisseur: STE LAYAZAD ICE: 003227232000030 IF Fiscal: 53…|7           |[0.018001675605773926,-0.09689825773239136,-0.2266667187213…|2025-08-12T18:27:34.327Z|True     |Fournisseur         |107      |1       |database|2025-08-12T18:27:34.327Z|
|1118190939|fournisseurs         |Fournisseur: AGIRH ICE: 001524521000077 IF Fiscal: 3333245 …|7           |[0.057957105338573456,-0.08326428383588791,-0.2236416935920…|2025-08-12T18:27:33.399Z|True     |Fournisseur         |83       |1       |database|2025-08-12T18:27:33.399Z|
|1120978379|admin                |Action admin: 2 Objet: superadmin Date: 2025-07-27 22:44 Ut…|1           |[-0.24325035512447357,0.20939143002033234,-0.11315589398145…|2025-08-12T18:27:44.083Z|True     |LogEntry            |2        |1       |database|2025-08-12T18:27:44.083Z|
|1124625975|commande_bureau      |Ligne commande: AOO2025 Désignation: Armoire Description: A…|16          |[0.2221405804157257,0.40191566944122314,-0.0363794192671775…|2025-08-12T18:27:35.389Z|True     |LigneCommandeBureau |1        |1       |database|2025-08-12T18:27:35.389Z|
|1206404415|commande_bureau      |DescriptionBureau: Table de 480*160cm R3 ID: 77 App: comman…|15          |[0.040070708841085434,0.05516326427459717,-0.28229555487632…|2025-08-12T18:27:41.504Z|True     |DescriptionBureau   |77       |1       |database|2025-08-12T18:27:41.504Z|
|1213146253|commande_informatique|Designation: Tablette ID: 23 App: commande_informatique     |8           |[-0.12017162144184113,0.2979571521282196,-0.027284465730190…|2025-08-12T18:27:36.494Z|True     |Designation         |23       |1       |database|2025-08-12T18:27:36.494Z|
|1225863016|commande_bureau      |DescriptionBureau: Canapé 3 places 2mx0,8m ID: 23 App: comm…|15          |[-0.04649944230914116,0.06224048510193825,-0.02136087976396…|2025-08-12T18:27:39.735Z|True     |DescriptionBureau   |23       |1       |database|2025-08-12T18:27:39.735Z|
|1263596836|fournisseurs         |Fournisseur: ARTEMIS ICE: 001560563000047 IF Fiscal: 151944…|7           |[0.05584355816245079,-0.0998859703540802,-0.199473693966865…|2025-08-12T18:27:33.862Z|True     |Fournisseur         |94       |1       |database|2025-08-12T18:27:33.862Z|
|1275613378|commande_bureau      |DesignationBureau: Climatiseur ID: 10 App: commande_bureau  |13          |[-0.015078382566571236,0.41839274764060974,0.06944637745618…|2025-08-12T18:27:36.903Z|True     |DesignationBureau   |10       |1       |database|2025-08-12T18:27:36.903Z|
|1279514357|commande_bureau      |DescriptionBureau: Store à enroulement 224M² ID: 67 App: co…|15          |[-0.05193425714969635,0.12019082903862,-0.28202855587005615…|2025-08-12T18:27:41.193Z|True     |DescriptionBureau   |67       |1       |database|2025-08-12T18:27:41.193Z|
|1283440039|commande_informatique|Description: Caméra dôme intérieure ID: 67 App: commande_in…|10          |[-0.1221635714173317,0.11401987075805664,-0.185608401894569…|2025-08-12T18:27:37.411Z|True     |Description         |67       |1       |database|2025-08-12T18:27:37.411Z|
|1323828864|commande_bureau      |DescriptionBureau: Fauteuil ID: 43 App: commande_bureau     |15          |[-0.033291734755039215,0.13865837454795837,-0.2318209260702…|2025-08-12T18:27:40.399Z|True     |DescriptionBureau   |43       |1       |database|2025-08-12T18:27:40.399Z|
|1327994643|commande_informatique|Description: Lenovo ThinkVision X24-20 ID: 71 App: commande…|10          |[0.03501497954130173,0.05974985286593437,-0.053657807409763…|2025-08-12T18:27:37.569Z|True     |Description         |71       |1       |database|2025-08-12T18:27:37.569Z|
|1330674506|commande_informatique|Ligne commande: 123 Désignation: Baie Description: bqie tes…|11          |[0.004036539234220982,0.4836512804031372,-0.178804472088813…|2025-08-12T18:27:35.095Z|True     |LigneCommande       |2        |1       |database|2025-08-12T18:27:35.095Z|
|1331520776|commande_informatique|Description: HIKVISION réf DSK1F820-F ID: 77 App: commande_…|10          |[-0.21686942875385284,0.19834508001804352,-0.16669720411300…|2025-08-12T18:27:37.772Z|True     |Description         |77       |1       |database|2025-08-12T18:27:37.772Z|
|1344742060|commande_bureau      |DescriptionBureau: Vidéo projecteur (Datashow) : Epson ID: …|15          |[-0.11805678904056549,0.022191761061549187,-0.0452955141663…|2025-08-12T18:27:42.021Z|True     |DescriptionBureau   |94       |1       |database|2025-08-12T18:27:42.021Z|
|1360821784|demande_equipement   |Archive décharge ID: 4 Numéro archive: ARCH-20250801-0002 D…|19          |[-0.22840555012226105,0.4448763132095337,-0.065316878259181…|2025-08-12T18:27:43.288Z|True     |ArchiveDecharge     |4        |1       |database|2025-08-12T18:27:43.288Z|
|1372550800|commande_informatique|Description: Casque Bluetooth marque JABRA Evolve2 65 ID: 6…|10          |[-0.2972363829612732,0.40177735686302185,-0.272503614425659…|2025-08-12T18:27:37.523Z|True     |Description         |69       |1       |database|2025-08-12T18:27:37.523Z|
|1381265755|commande_informatique|Description: Barco ClickShare C-10 ID: 85 App: commande_inf…|10          |[-0.30410686135292053,0.1588708907365799,0.0507571399211883…|2025-08-12T18:27:38.026Z|True     |Description         |85       |1       |database|2025-08-12T18:27:38.026Z|
|1382325541|commande_informatique|Description: 8088s Premium Deskphone ID: 106 App: commande_…|10          |[-0.23564915359020233,0.37302789092063904,-0.20046158134937…|2025-08-12T18:27:38.506Z|True     |Description         |106      |1       |database|2025-08-12T18:27:38.506Z|
|1388931393|commande_informatique|Designation: Téléviseur ID: 24 App: commande_informatique   |8           |[-0.007274912670254707,0.3378063440322876,-0.11545046418905…|2025-08-12T18:27:36.516Z|True     |Designation         |24       |1       |database|2025-08-12T18:27:36.516Z|
|1411634341|commande_informatique|Designation: Ecran ID: 6 App: commande_informatique         |8           |[-0.09834299981594086,0.24846108257770538,-0.25545090436935…|2025-08-12T18:27:35.728Z|True     |Designation         |6        |1       |database|2025-08-12T18:27:35.728Z|
|1415600105|commande_informatique|Designation: Station d'accueil ID: 21 App: commande_informa…|8           |[0.1109360083937645,0.19553883373737335,-0.1288155168294906…|2025-08-12T18:27:36.444Z|True     |Designation         |21       |1       |database|2025-08-12T18:27:36.444Z|
|1428950367|commande_informatique|Description: Dell Precision 5820 Tower XCTO Base ID: 127 Ap…|10          |[-0.11183222383260727,0.410252183675766,-0.1489533334970474…|2025-08-12T18:27:38.988Z|True     |Description         |127      |1       |database|2025-08-12T18:27:38.988Z|
|1465596387|commande_bureau      |DescriptionBureau: Table avec jardinière et prises intégrés…|15          |[-0.06688351929187775,0.2223491370677948,-0.051721490919589…|2025-08-12T18:27:41.328Z|True     |DescriptionBureau   |70       |1       |database|2025-08-12T18:27:41.328Z|
|1467048555|commande_bureau      |DesignationBureau: Chariot ID: 9 App: commande_bureau       |13          |[0.0023110907059162855,0.24430111050605774,-0.0640288442373…|2025-08-12T18:27:36.880Z|True     |DesignationBureau   |9        |1       |database|2025-08-12T18:27:36.880Z|
|1478927729|demande_equipement   |Demande équipement ID: 12 Date demande: 2025-07-30 Statut: …|18          |[-0.3049135208129883,0.22294971346855164,-0.043085943907499…|2025-08-12T18:27:43.186Z|True     |DemandeEquipement   |12       |1       |database|2025-08-12T18:27:43.186Z|
|1481355701|commande_bureau      |DesignationBureau: Bureau ID: 5 App: commande_bureau        |13          |[0.02229834906756878,0.20716002583503723,-0.129404067993164…|2025-08-12T18:27:36.784Z|True     |DesignationBureau   |5        |1       |database|2025-08-12T18:27:36.784Z|
|1511577884|demande_equipement   |Demande équipement ID: 21 Date demande: 2025-08-01 Statut: …|18          |[-0.3491177260875702,0.3395754396915436,-0.0483470149338245…|2025-08-12T18:27:42.706Z|True     |DemandeEquipement   |21       |1       |database|2025-08-12T18:27:42.706Z|
|1520811451|commande_bureau      |DescriptionBureau: Pouf diamètre 40 x 45 cm ID: 64 App: com…|15          |[0.0620514377951622,0.22022652626037598,-0.1698724627494812…|2025-08-12T18:27:41.126Z|True     |DescriptionBureau   |64       |1       |database|2025-08-12T18:27:41.126Z|
|1521028501|commande_bureau      |DescriptionBureau: Canapé 1 place F1 en cuir ID: 19 App: co…|15          |[-0.029042420908808708,0.18954449892044067,-0.0377611480653…|2025-08-12T18:27:39.647Z|True     |DescriptionBureau   |19       |1       |database|2025-08-12T18:27:39.647Z|
|1525353142|commande_informatique|Description: ScanJet Pro 2600 f1 ID: 107 App: commande_info…|10          |[0.015295404009521008,0.1812642365694046,-0.305915743112564…|2025-08-12T18:27:38.527Z|True     |Description         |107      |1       |database|2025-08-12T18:27:38.527Z|
|1526967665|commande_bureau      |DescriptionBureau: Tabouret pour T1/T2/T3 ID: 93 App: comma…|15          |[-0.19168011844158173,0.23514509201049805,0.010210941545665…|2025-08-12T18:27:41.994Z|True     |DescriptionBureau   |93       |1       |database|2025-08-12T18:27:41.994Z|
|1528065257|commande_bureau      |DesignationBureau: Store ID: 19 App: commande_bureau        |13          |[-0.011144256219267845,0.26635873317718506,-0.0402344018220…|2025-08-12T18:27:37.177Z|True     |DesignationBureau   |19       |1       |database|2025-08-12T18:27:37.177Z|
|1541997905|fournisseurs         |Fournisseur: LE GRAND PRESTIGE ICE: 000046775000015 IF Fisc…|7           |[0.07635950297117233,0.024579159915447235,-0.28823700547218…|2025-08-12T18:27:32.825Z|True     |Fournisseur         |71       |1       |database|2025-08-12T18:27:32.825Z|
|1568090322|commande_bureau      |DesignationBureau: Comptoir ID: 12 App: commande_bureau     |13          |[-0.06217559054493904,0.21260878443717957,-0.06172274053096…|2025-08-12T18:27:37.012Z|True     |DesignationBureau   |12       |1       |database|2025-08-12T18:27:37.012Z|
|1568723982|users                |Utilisateur: gestionnaire info Date inscription: 2025-07-29…|6           |[-0.18896803259849548,0.20758336782455444,0.063775621354579…|2025-08-12T18:27:43.384Z|True     |CustomUser          |5        |1       |database|2025-08-12T18:27:43.384Z|
|1588350108|fournisseurs         |Fournisseur: MAROC SOIR ICE: 000083730000069 IF Fiscal: 010…|7           |[-0.025869861245155334,-0.08878810703754425,-0.160868406295…|2025-08-12T18:27:33.043Z|True     |Fournisseur         |75       |1       |database|2025-08-12T18:27:33.043Z|
|1657225528|admin                |Action admin: 1 Objet: Gestionnaire Informatique Date: 2025…|1           |[-0.321072518825531,0.18118645250797272,-0.0751810818910598…|2025-08-12T18:27:44.060Z|True     |LogEntry            |3        |1       |database|2025-08-12T18:27:44.060Z|
|1657727266|commande_bureau      |DescriptionBureau: Armoire archive de 70 cm de hauteur (70 …|15          |[0.05944022536277771,0.318572998046875,-0.07396651804447174…|2025-08-12T18:27:39.124Z|True     |DescriptionBureau   |2        |1       |database|2025-08-12T18:27:39.124Z|
|1668979900|commande_bureau      |DescriptionBureau: Ecran acoustique ID: 39 App: commande_bu…|15          |[-0.0257592611014843,0.030806582421064377,-0.05337305366992…|2025-08-12T18:27:40.312Z|True     |DescriptionBureau   |39       |1       |database|2025-08-12T18:27:40.312Z|
|1670450883|commande_bureau      |DescriptionBureau: Ecran télévision interactive 55" VGA, HD…|15          |[0.05850127711892128,0.0885254293680191,-0.0114092985168099…|2025-08-12T18:27:40.357Z|True     |DescriptionBureau   |41       |1       |database|2025-08-12T18:27:40.357Z|
|1686666524|commande_informatique|Description: FortiGate-100E ID: 89 App: commande_informatiq…|10          |[-0.14030374586582184,0.2259952872991562,-0.014492901973426…|2025-08-12T18:27:38.115Z|True     |Description         |89       |1       |database|2025-08-12T18:27:38.115Z|
|1688966430|fournisseurs         |Fournisseur: ILEF BUREAUTIQUE ICE: 00152478000057 IF Fiscal…|7           |[0.08117391914129257,-0.046698540449142456,-0.2272393703460…|2025-08-12T18:27:33.420Z|True     |Fournisseur         |84       |1       |database|2025-08-12T18:27:33.420Z|
|1699228163|fournisseurs         |Fournisseur: GETLINKED ICE: 001643848000006 Registre Commer…|7           |[-0.09433671832084656,-0.18007217347621918,-0.1979592740535…|2025-08-12T18:27:33.883Z|True     |Fournisseur         |95       |1       |database|2025-08-12T18:27:33.883Z|
|1710724485|commande_bureau      |DescriptionBureau: Table haute T1 ID: 86 App: commande_bure…|15          |[-0.0816086009144783,0.3771142363548279,-0.1821147352457046…|2025-08-12T18:27:41.807Z|True     |DescriptionBureau   |86       |1       |database|2025-08-12T18:27:41.807Z|
|1725206324|fournisseurs         |Fournisseur: MUNISYS ICE: 001526823000003 IF Fiscal: 016211…|7           |[0.16682133078575134,0.0449424646794796,-0.2447988986968994…|2025-08-12T18:27:33.577Z|True     |Fournisseur         |87       |1       |database|2025-08-12T18:27:33.577Z|
|1743236288|commande_bureau      |DescriptionBureau: Chaise visiteur sur luge ID: 27 App: com…|15          |[-0.08443361520767212,0.08968239277601242,-0.21247486770153…|2025-08-12T18:27:39.823Z|True     |DescriptionBureau   |27       |1       |database|2025-08-12T18:27:39.823Z|
|1768962202|admin                |Action admin: 1 Objet: Gestionnaire Bureau Date: 2025-07-27…|1           |[-0.2939913272857666,0.1577868014574051,-0.0914994254708290…|2025-08-12T18:27:44.018Z|True     |LogEntry            |5        |1       |database|2025-08-12T18:27:44.018Z|
|1779842282|commande_bureau      |DesignationBureau: Coffre-fort ID: 11 App: commande_bureau  |13          |[-0.04103318229317665,0.14746804535388947,-0.07606276869773…|2025-08-12T18:27:36.990Z|True     |DesignationBureau   |11       |1       |database|2025-08-12T18:27:36.990Z|
|1823114796|commande_bureau      |DescriptionBureau: Table de réunion 4 places ronde diamètre…|15          |[0.1837315410375595,0.1725940704345703,-0.17371626198291779…|2025-08-12T18:27:41.612Z|True     |DescriptionBureau   |81       |1       |database|2025-08-12T18:27:41.612Z|
|1829082434|commande_bureau      |DescriptionBureau: Table de 240*120cm R2 ID: 76 App: comman…|15          |[-0.04673398658633232,0.13448648154735565,-0.33507621288299…|2025-08-12T18:27:41.471Z|True     |DescriptionBureau   |76       |1       |database|2025-08-12T18:27:41.471Z|
|1863579380|commande_bureau      |DescriptionBureau: Meuble arrière canapé 160*45*60cm AR ID:…|15          |[0.07045383006334305,0.20625390112400055,-0.088506855070590…|2025-08-12T18:27:40.956Z|True     |DescriptionBureau   |57       |1       |database|2025-08-12T18:27:40.956Z|
|1869277738|commande_bureau      |DesignationBureau: Panneau ID: 17 App: commande_bureau      |13          |[-0.07898865640163422,0.24331609904766083,-0.05355840921401…|2025-08-12T18:27:37.132Z|True     |DesignationBureau   |17       |1       |database|2025-08-12T18:27:37.132Z|
|1889150467|commande_informatique|Designation: Pare feu ID: 15 App: commande_informatique     |8           |[-0.1711433231830597,0.19301187992095947,-0.085449077188968…|2025-08-12T18:27:36.303Z|True     |Designation         |15       |1       |database|2025-08-12T18:27:36.303Z|
|1896454351|fournisseurs         |Fournisseur: MTDS ICE: 001524911000023 IF Fiscal: 03330790 …|7           |[-0.06229561194777489,-0.007110530976206064,-0.109587378799…|2025-08-12T18:27:33.441Z|True     |Fournisseur         |85       |1       |database|2025-08-12T18:27:33.441Z|
|1909625030|fournisseurs         |Fournisseur: MRCDEV ICE: 003207641000046 IF Fiscal: 5355052…|7           |[0.08330351859331131,-0.010536141693592072,-0.3260201215744…|2025-08-12T18:27:34.304Z|True     |Fournisseur         |106      |1       |database|2025-08-12T18:27:34.304Z|
|1952730907|commande_informatique|Designation: Poste téléphonique ID: 18 App: commande_inform…|8           |[-0.20043350756168365,0.341952919960022,-0.0562611147761344…|2025-08-12T18:27:36.378Z|True     |Designation         |18       |1       |database|2025-08-12T18:27:36.378Z|
|1997543112|admin                |Action admin: 2 Objet: superadmin Date: 2025-08-01 09:13 Ut…|1           |[-0.28024256229400635,0.20858967304229736,-0.11655902862548…|2025-08-12T18:27:43.602Z|True     |LogEntry            |16       |1       |database|2025-08-12T18:27:43.602Z|
|2002392698|commande_informatique|Description: Web Application Firewall FWB-100D ID: 125 App:…|10          |[-0.2968449294567108,0.37666311860084534,-0.290187895298004…|2025-08-12T18:27:38.944Z|True     |Description         |125      |1       |database|2025-08-12T18:27:38.944Z|
|2005852690|commande_bureau      |DescriptionBureau: Armoire Basse L 1730 x P 538 x H 530mm I…|15          |[-0.09316429495811462,0.22017985582351685,-0.14790785312652…|2025-08-12T18:27:39.214Z|True     |DescriptionBureau   |6        |1       |database|2025-08-12T18:27:39.214Z|
|2018764418|commande_informatique|Designation: WORKSTATION ID: 27 App: commande_informatique  |8           |[-0.04946179315447807,0.2982514202594757,-0.096759825944900…|2025-08-12T18:27:36.649Z|True     |Designation         |27       |1       |database|2025-08-12T18:27:36.649Z|
|2030575858|commande_informatique|Designation: Switch ID: 22 App: commande_informatique       |8           |[-0.1808074563741684,0.16532465815544128,-0.122312575578689…|2025-08-12T18:27:36.469Z|True     |Designation         |22       |1       |database|2025-08-12T18:27:36.469Z|
|2037370695|commande_bureau      |DesignationBureau: Meuble ID: 16 App: commande_bureau       |13          |[-0.09180793166160583,0.27322763204574585,-0.10244829207658…|2025-08-12T18:27:37.110Z|True     |DesignationBureau   |16       |1       |database|2025-08-12T18:27:37.110Z|
|2045242568|commande_informatique|Description: Lenovo ThinkPad L380 Yoga ID: 92 App: commande…|10          |[0.04298906773328781,-0.11265001446008682,-0.21047037839889…|2025-08-12T18:27:38.185Z|True     |Description         |92       |1       |database|2025-08-12T18:27:38.185Z|
|2073690513|demande_equipement   |Demande équipement ID: 23 Date demande: 2025-08-02 Statut: …|18          |[-0.2737969756126404,0.24970489740371704,-0.025917220860719…|2025-08-12T18:27:42.335Z|True     |DemandeEquipement   |23       |1       |database|2025-08-12T18:27:42.335Z|
|2077427297|demande_equipement   |Demande équipement ID: 20 Date demande: 2025-07-31 Statut: …|18          |[-0.2844342291355133,0.2767774164676666,-0.0084190368652343…|2025-08-12T18:27:42.733Z|True     |DemandeEquipement   |20       |1       |database|2025-08-12T18:27:42.733Z|
|2089256473|commande_informatique|Description: Lenovo ThinkPad L480 ID: 91 App: commande_info…|10          |[-0.005333138629794121,-0.007463415618985891,-0.12816284596…|2025-08-12T18:27:38.161Z|True     |Description         |91       |1       |database|2025-08-12T18:27:38.161Z|
|2104286141|fournisseurs         |Fournisseur: ATLAS CLOUD SERVICES ICE: 002555403000025 IF F…|7           |[-0.15477196872234344,-0.06328485906124115,-0.1945920139551…|2025-08-12T18:27:34.226Z|True     |Fournisseur         |103      |1       |database|2025-08-12T18:27:34.226Z|
|2112658613|commande_bureau      |DescriptionBureau: Table de coin ID: 79 App: commande_bureau|15          |[-0.1655827760696411,0.19898125529289246,-0.183746248483657…|2025-08-12T18:27:41.556Z|True     |DescriptionBureau   |79       |1       |database|2025-08-12T18:27:41.556Z|
|2131336116|demande_equipement   |Archive décharge ID: 1 Numéro archive: ARCH-20250731-0001 D…|19          |[-0.23387646675109863,0.47837910056114197,-0.06786797195672…|2025-08-12T18:27:43.361Z|True     |ArchiveDecharge     |1        |1       |database|2025-08-12T18:27:43.361Z|
|2132964446|commande_informatique|Description: HP Thunderbolt Dock ID: 112 App: commande_info…|10          |[0.10402268171310425,0.1453610062599182,-0.1261168122291565…|2025-08-12T18:27:38.647Z|True     |Description         |112      |1       |database|2025-08-12T18:27:38.647Z|
|2153330179|commande_bureau      |DescriptionBureau: Box de réunion acoustique 250*1800*180 (…|15          |[0.07755305618047714,0.0777234137058258,0.05730572342872619…|2025-08-12T18:27:39.530Z|True     |DescriptionBureau   |14       |1       |database|2025-08-12T18:27:39.530Z|
|2168553822|commande_bureau      |DescriptionBureau: Panneau Accordéon 2 (Squad)500*260cm P3 …|15          |[-0.043081171810626984,0.07095852494239807,-0.1395802199840…|2025-08-12T18:27:41.104Z|True     |DescriptionBureau   |63       |1       |database|2025-08-12T18:27:41.104Z|
|2168583194|commande_informatique|Description: HP Dragonfly 13,5 pouces G4 ID: 100 App: comma…|10          |[-0.06530007719993591,0.08935952931642532,-0.05805200338363…|2025-08-12T18:27:38.369Z|True     |Description         |100      |1       |database|2025-08-12T18:27:38.369Z|
|2170095169|fournisseurs         |Fournisseur: MAITRE PRESTIGE NET ICE: 001701325000030 IF Fi…|7           |[0.06894954293966293,-0.09707353264093399,-0.20166529715061…|2025-08-12T18:27:34.043Z|True     |Fournisseur         |98       |1       |database|2025-08-12T18:27:34.043Z|
